char,hanviet,pinyin
鄒,['trâu'],*
鄔,['ổ'],*
鄖,['vân'],*
鄙,['bỉ'],*
鄜,['phu'],*
鄞,['ngân'],*
鄠,['hộ'],*
鄤,['mạn'],*
鄦,['hứa'],*
鄧,['đặng'],*
鄩,['tầm'],*
鄬,['vy'],*
鄭,['trịnh'],*
鄮,['mậu'],*
鄯,['thiện'],*
鄰,['lân'],*
鄱,['bà'],*
鄲,['đan'],*
鄴,['nghiệp'],*
鄵,['tháo'],*
鄺,['quảng'],*
鄾,['ưu'],*
酃,['linh'],*
酆,['phong'],*
酉,['dậu'],*
酋,['tù'],*
酌,['chước'],*
配,['phối'],*
酏,['di'],*
酒,['tửu'],*
酔,['tuý'],*
酕,['mao'],*
酚,['phân'],*
酞,['thái'],*
酡,['đà'],*
酣,['hàm'],*
酤,['cô'],*
酥,['tô'],*
酧,['thù'],*
酩,['mính'],*
酪,['lạc'],*
酬,['thù'],*
酮,['đồng'],*
酯,['chỉ'],*
酲,['trình'],*
酴,['đồ'],*
酶,['môi'],*
酷,['khốc'],*
酸,['toan'],*
醁,['lục'],*
醃,['yêm'],*
醄,['đào'],*
醅,['phôi'],*
醆,['trản'],*
醇,['thuần'],*
醉,['tuý'],*
醊,['chuyết'],*
醌,['côn'],*
醐,['hồ'],*
醕,['thuần'],*
醖,['uấn'],*
醜,['xú'],*
醝,['ta'],*
醟,['vinh'],*
醡,['trá'],*
醢,['hải'],*
醣,['đường'],*
醬,['tương'],*
醭,['phốc'],*
醮,['tiếu'],*
醰,['đàm'],*
醲,['nùng'],*
醳,['dịch'],*
醴,['lễ'],*
醵,['cự'],*
醹,['nhu'],*
醺,['huân'],*
醼,['yến'],*
醽,['linh'],*
釀,['nhưỡng'],*
釁,['hấn'],*
釂,['tiếu'],*
釆,['biện'],*
釉,['dứu'],*
野,['dã'],*
金,['kim'],*
釒,['kim'],*
釓,['ca'],*
釔,['ất'],*
釗,['chiêu'],*
釜,['phủ'],*
釢,['nãi'],*
釣,['điếu'],*
釧,['xuyến'],*
釷,['thổ'],*
釹,['nục'],*
釺,['thiên'],*
鈁,['phương'],*
鈃,['hình'],*
鈄,['đẩu'],*
鈇,['phu'],*
鈈,['bất'],*
鈌,['quyết'],*
鈍,['độn'],*
鈎,['câu'],*
鈐,['kiềm'],*
鈑,['bản'],*
鈒,['táp'],*
鈕,['nữu'],*
鈞,['quân'],*
鈣,['cái'],*
鈤,['nhật'],*
鈥,['hoả'],*
鈦,['thái'],*
鈧,['kháng'],*
鈮,['ni'],*
鈰,['thị'],*
鈴,['linh'],*
鈷,['cổ'],*
鈹,['phi'],*
鈺,['ngọc'],*
鈽,['bố'],*
鉀,['giáp'],*
鉄,['thiết'],*
鉅,['cự'],*
鉊,['chiêu'],*
鉋,['bào'],*
鉕,['phả'],*
鉗,['kiềm'],*
鉚,['mão'],*
鉠,['ương'],*
鉢,['bát'],*
鉤,['câu'],*
鉥,['thuật'],*
鉦,['chinh'],*
鉧,['mẫu'],*
鉬,['mục'],*
鉭,['đán'],*
鉶,['hình'],*
鉸,['giảo'],*
鉼,['bính'],*
鉿,['cáp'],*
銀,['ngân'],*
銃,['súng'],*
銅,['đồng'],*
銎,['khung'],*
銓,['thuyên'],*
銕,['thiết'],*
銖,['thù'],*
銘,['minh'],*
銜,['hàm'],*
銠,['lão'],*
銣,['như'],*
銤,['mễ'],*
銥,['y'],*
銦,['nhân'],*
銧,['quang'],*
銨,['an'],*
銩,['đâu'],*
銪,['hữu'],*
銫,['sắc'],*
銬,['khảo'],*
銱,['điếu'],*
銶,['cầu'],*
銷,['tiêu'],*
銹,['tú'],*
銻,['đễ'],*
鋂,['môi'],*
鋃,['lang'],*
鋆,['quân'],*
鋇,['bối'],*
鋈,['ốc'],*
鋐,['hoành'],*
鋒,['phong'],*
鋕,['chí'],*
鋝,['luyệt'],*
鋡,['hàm'],*
鋣,['da'],*
鋤,['sừ'],*
鋨,['nga'],*
鋩,['mang'],*
鋯,['cáo'],*
鋰,['lý'],*
鋱,['thắc'],*
鋼,['cương'],*
錁,['quả'],*
錄,['lục'],*
錆,['thương'],*
錈,['quyển'],*
錒,['a'],*
錕,['côn'],*
錚,['tranh'],*
錛,['bôn'],*
錠,['đĩnh'],*
錦,['cẩm'],*
錨,['miêu'],*
錩,['xương'],*
錫,['tích'],*
錬,['luyện'],*
錮,['cố'],*
録,['lục'],*
錴,['lục'],*
錶,['biểu'],*
錸,['lai'],*
鍀,['đắc'],*
鍁,['hân'],*
鍆,['môn'],*
鍊,['luyện'],*
鍋,['oa'],*
鍍,['độ'],*
鍐,['tông'],*
鍔,['ngạc'],*
鍘,['trát'],*
鍚,['dương'],*
鍠,['hoàng'],*
鍥,['khiết'],*
鍩,['nặc'],*
鍪,['mâu'],*
鍫,['thiêu'],*
鍬,['thiêu'],*
鍭,['hầu'],*
鍰,['hoàn'],*
鍳,['giám'],*
鍴,['đoan'],*
鍵,['kiện'],*
鍾,['chung'],*
鎄,['ai'],*
鎇,['my'],*
鎋,['hạt'],*
鎌,['liêm'],*
鎍,['tác'],*
鎏,['lưu'],*
鎒,['nậu'],*
鎖,['toả'],*
鎛,['bác'],*
鎝,['táp'],*
鎡,['tư'],*
鎢,['ô'],*
鎣,['oánh'],*
鎤,['hoảng'],*
鎧,['khải'],*
鎪,['sưu'],*
鎭,['trấn'],*
鎮,['trấn'],*
鎯,['lang'],*
鎰,['dật'],*
鎲,['đảng'],*
鎳,['niết'],*
鎵,['gia'],*
鎸,['tuyên'],*
鎿,['nã'],*
鏁,['toả'],*
鏃,['thốc'],*
鏈,['liên'],*
鏊,['ngao'],*
鏌,['mạc'],*
鏑,['đích'],*
鏖,['ao'],*
鏗,['khanh'],*
鏘,['thương'],*
鏜,['thang'],*
鏝,['man'],*
鏤,['lũ'],*
鏦,['thung'],*
鏰,['băng'],*
鏵,['hoa'],*
鏷,['bộc'],*
鏸,['huệ'],*
鏻,['lân'],*
鏽,['tú'],*
鐄,['hoành'],*
鐇,['phiên'],*
鐐,['liêu'],*
鐒,['lao'],*
鐗,['giản'],*
鐘,['chung'],*
鐝,['quyết'],*
鐠,['phổ'],*
鐦,['khai'],*
鐧,['giản'],*
鐨,['phí'],*
鐫,['tuyên'],*
鐮,['liêm'],*
鐲,['trạc'],*
鐳,['lôi'],*
鐵,['thiết'],*
鐶,['hoàn'],*
鐸,['đạc'],*
鐾,['tý'],*
鐿,['ý'],*
鑄,['chú'],*
鑊,['hoạch'],*
鑑,['giám'],*
鑒,['giám'],*
鑔,['sát'],*
鑕,['chất'],*
鑞,['lạp'],*
鑠,['thước'],*
鑢,['lự'],*
鑣,['tiêu'],*
鑤,['bào'],*
鑥,['lỗ'],*
鑫,['hâm'],*
鑱,['sàm'],*
鑴,['huề'],*
鑵,['quán'],*
鑷,['nhiếp'],*
鑹,['thoản'],*
鑼,['la'],*
鑾,['loan'],*
钂,['đảng'],*
钃,['chúc'],*
镸,['trường'],*
镻,['điệt'],*
門,['môn'],*
閂,['soan'],*
閆,['diêm'],*
閈,['hãn'],*
閉,['bế'],*
開,['khai'],*
閏,['nhuận'],*
閑,['nhàn'],*
閔,['mẫn'],*
閗,['đấu'],*
閛,['phanh'],*
閟,['bí'],*
閡,['ngại'],*
関,['quan'],*
閣,['các'],*
閥,['phiệt'],*
閧,['hống'],*
閨,['khuê'],*
閩,['mân'],*
閫,['khổn'],*
閭,['lư'],*
閱,['duyệt'],*
閲,['duyệt'],*
閶,['xương'],*
閹,['yêm'],*
閺,['văn'],*
閽,['hôn'],*
閿,['văn'],*
闃,['khuých'],*
闆,['bản'],*
闉,['nhân'],*
闊,['khoát'],*
闋,['khuyết'],*
闌,['lan'],*
闐,['điền'],*
闑,['niết'],*
闔,['hạp'],*
闖,['sấm'],*
闘,['đấu'],*
闚,['khuy'],*
闡,['xiển'],*
闤,['hoàn'],*
闥,['thát'],*
阜,['phụ'],*
阝,['phụ'],*
阞,['lặc'],*
阡,['thiên'],*
阪,['phản'],*
阮,['nguyễn'],*
阯,['chỉ'],*
防,['phòng'],*
阹,['khư'],*
阻,['trở'],*
陀,['đà'],*
附,['phụ'],*
陋,['lậu'],*
陌,['mạch'],*
限,['hạn'],*
陑,['nhi'],*
陔,['cai'],*
陛,['bệ'],*
陞,['thăng'],*
陟,['trắc'],*
陡,['đẩu'],*
院,['viện'],*
陣,['trận'],*
除,['trừ'],*
陪,['bồi'],*
陬,['tưu'],*
陲,['thuỳ'],*
陵,['lăng'],*
陷,['hãm'],*
陸,['lục'],*
陻,['nhân'],*
陽,['dương'],*
陾,['nhưng'],*
陿,['hiệp'],*
隂,['âm'],*
隄,['đê'],*
隅,['ngung'],*
隆,['long'],*
隈,['ôi'],*
隉,['niết'],*
隍,['hoàng'],*
階,['giai'],*
隒,['nghiệm'],*
隔,['cách'],*
隖,['ổ'],*
隙,['khích'],*
際,['tế'],*
隞,['ngao'],*
隟,['khích'],*
隠,['ẩn'],*
隣,['lân'],*
隤,['đồi'],*
隨,['tuỳ'],*
險,['hiểm'],*
隰,['thấp'],*
隳,['huy'],*
隴,['lũng'],*
隷,['lệ'],*
隸,['lệ'],*
隹,['chuy'],*
隻,['chích'],*
隼,['chuẩn'],*
雀,['tước'],*
雁,['nhạn'],*
雄,['hùng'],*
集,['tập'],*
雇,['cố'],*
雉,['trĩ'],*
雌,['thư'],*
雒,['lạc'],*
雕,['điêu'],*
雗,['hàn'],*
雘,['hoạch'],*
雙,['song'],*
雛,['sồ'],*
雜,['tạp'],*
雞,['kê'],*
雪,['tuyết'],*
雯,['văn'],*
雰,['phân'],*
雱,['bàng'],*
雲,['vân'],*
零,['linh'],*
電,['điện'],*
霂,['mộc'],*
霄,['tiêu'],*
霆,['đình'],*
霈,['bái'],*
霏,['phi'],*
霒,['âm'],*
霓,['nghê'],*
霖,['lâm'],*
霙,['anh'],*
霛,['linh'],*
霜,['sương'],*
霝,['linh'],*
霞,['hà'],*
霡,['mạch'],*
霢,['mạch'],*
霣,['vẫn'],*
霤,['lựu'],*
霧,['vụ'],*
霨,['uý'],*
霩,['khuếch'],*
霪,['dâm'],*
霫,['tập'],*
霮,['đạm'],*
露,['lộ'],*
靁,['lôi'],*
靂,['lịch'],*
靆,['đãi'],*
靈,['linh'],*
靉,['ái'],*
靑,['thanh'],*
青,['thanh'],*
靛,['điện'],*
靝,['thiên'],*
靣,['diện'],*
靪,['đinh'],*
靭,['nhận'],*
靮,['đích'],*
靰,['ngột'],*
靲,['cầm'],*
靳,['cận'],*
靴,['ngoa'],*
靷,['dẫn'],*
靸,['táp'],*
靺,['mạt'],*
靼,['đát'],*
靿,['áo'],*
鞀,['đào'],*
鞁,['bị'],*
鞃,['hoành'],*
鞇,['nhân'],*
鞉,['đào'],*
鞋,['hài'],*
鞏,['củng'],*
鞗,['điều'],*
鞚,['khống'],*
鞠,['cúc'],*
鞡,['lạp'],*
鞣,['nhu'],*
鞥,['nhăng'],*
鞦,['thu'],*
鞧,['thu'],*
鞫,['cúc'],*
鞬,['kiện'],*
鞭,['tiên'],*
鞮,['đê'],*
鞲,['câu'],*
鞵,['hài'],*
鞶,['bàn'],*
鞾,['ngoa'],*
韁,['cương'],*
韃,['thát'],*
韅,['hiển'],*
韆,['thiên'],*
韉,['tiên'],*
韌,['nhận'],*
韍,['phất'],*
韎,['muội'],*
韓,['hàn'],*
韙,['vĩ'],*
韝,['câu'],*
韣,['độc'],*
韭,['cửu'],*
韱,['tiêm'],*
韶,['thiều'],*
韺,['anh'],*
韻,['vận'],*
響,['hưởng'],*
頀,['hộ'],*
頁,['hiệt'],*
頄,['cừu'],*
項,['hạng'],*
順,['thuận'],*
頇,['han'],*
須,['tu'],*
頊,['húc'],*
預,['dự'],*
頑,['ngoan'],*
頓,['đốn'],*
頖,['phán'],*
頞,['át'],*
頟,['ngạch'],*
頠,['ngỗi'],*
頤,['di'],*
頭,['đầu'],*
頰,['giáp'],*
頴,['dĩnh'],*
頸,['cảnh'],*
頹,['đồi'],*
頻,['tần'],*
頽,['đồi'],*
顇,['tuỵ'],*
顋,['tai'],*
額,['ngạch'],*
顎,['ngạc'],*
顏,['nhan'],*
顑,['kham'],*
顒,['ngung'],*
顓,['chuyên'],*
顔,['nhan'],*
願,['nguyện'],*
顙,['tảng'],*
顚,['điên'],*
顛,['điên'],*
顜,['giảng'],*
類,['loại'],*
顢,['man'],*
顦,['tiều'],*
顧,['cố'],*
顬,['nhu'],*
顯,['hiển'],*
顰,['tần'],*
顳,['nhiếp'],*
顴,['quyền'],*
颯,['táp'],*
颳,['quát'],*
颶,['cụ'],*
颺,['dương'],*
颽,['khải'],*
飀,['lưu'],*
飂,['liêu'],*
飃,['phiêu'],*
飄,['phiêu'],*
飈,['biểu'],*
飌,['phong'],*
飛,['phi'],*
飜,['phiên'],*
飠,['thực'],*
飣,['đính'],*
飤,['tự'],*
飥,['thác'],*
飩,['đồn'],*
飪,['nhẫm'],*
飭,['sức'],*
飶,['tất'],*
飼,['tự'],*
飽,['bão'],*
飾,['sức'],*
飿,['đốt'],*
餀,['hải'],*
餁,['nhẫm'],*
餄,['hợp'],*
餅,['bánh'],*
餈,['tư'],*
餉,['hướng'],*
餎,['lạc'],*
餐,['xan'],*
餑,['bột'],*
餒,['nỗi'],*
餕,['tuấn'],*
餖,['đậu'],*
餗,['tốc'],*
餘,['dư'],*
餚,['hào'],*
餛,['hồn'],*
餜,['quả'],*
餞,['tiễn'],*
餟,['chuyết'],*
餠,['bính'],*
餡,['hãm'],*
館,['quán'],*
餩,['ách'],*
餪,['noãn'],*
餫,['hồn'],*
餬,['hồ'],*
餮,['thiết'],*
餯,['hối'],*
餱,['hầu'],*
餵,['uỷ'],*
餶,['cốt'],*
餸,['tống'],*
餹,['đường'],*
餺,['bác'],*
餻,['cao'],*
餽,['quỹ'],*
餿,['sưu'],*
饃,['mô'],*
饅,['man'],*
饈,['tu'],*
饉,['cận'],*
饋,['quỹ'],*
饍,['thiện'],*
饐,['ý'],*
饒,['nhiêu'],*
饔,['ung'],*
饕,['thao'],*
饗,['hưởng'],*
饘,['chiên'],*
饙,['phân'],*
饜,['yếm'],*
饝,['ma'],*
饞,['sàm'],*
饟,['hướng'],*
馗,['quỳ'],*
香,['hương'],*
馝,['tất'],*
馣,['am'],*
馬,['mã'],*
馭,['ngự'],*
馲,['trách'],*
馳,['trì'],*
馵,['chú'],*
馹,['nhật'],*
駁,['bác'],*
駈,['khu'],*
駉,['quynh'],*
駐,['trú'],*
駑,['nô'],*
駒,['câu'],*
駓,['phi'],*
駕,['giá'],*
駗,['trân'],*
駛,['sử'],*
駜,['bật'],*
駞,['đà'],*
駟,['tứ'],*
駡,['mạ'],*
駢,['biền'],*
駪,['sân'],*
駬,['nhĩ'],*
駭,['hãi'],*
駮,['bác'],*
駰,['nhân'],*
駱,['lạc'],*
駴,['hãi'],*
駵,['lưu'],*
駸,['xâm'],*
駹,['mang'],*
駻,['hãn'],*
駾,['thoái'],*
駿,['tuấn'],*
騁,['sính'],*
騄,['lục'],*
騅,['chuy'],*
騇,['xá'],*
騉,['côn'],*
騋,['lai'],*
騐,['nghiệm'],*
騑,['phi'],*
験,['nghiệm'],*
騕,['yểu'],*
騖,['vụ'],*
騠,['đề'],*
騢,['hà'],*
騣,['tông'],*
騭,['chất'],*
騮,['lưu'],*
騰,['đằng'],*
騵,['nguyên'],*
騶,['sô'],*
騷,['tao'],*
騺,['chí'],*
驀,['mạch'],*
驂,['tham'],*
驄,['thông'],*
驅,['khu'],*
驆,['tất'],*
驈,['duật'],*
驊,['hoa'],*
驌,['túc'],*
驍,['kiêu'],*
驎,['lân'],*
驏,['sạn'],*
驒,['đàn'],*
驔,['đàm'],*
驕,['kiêu'],*
驖,['thiết'],*
驗,['nghiệm'],*
驚,['kinh'],*
驛,['dịch'],*
驟,['sậu'],*
驢,['lư'],*
驤,['tương'],*
驦,['sương'],*
驩,['hoan'],*
驫,['bưu'],*
骨,['cốt'],*
骫,['uỷ'],*
骭,['cán'],*
骯,['khảng'],*
骰,['đầu'],*
骱,['giới'],*
骴,['tỳ'],*
骶,['để'],*
骷,['khô'],*
骸,['hài'],*
骹,['khao'],*
骺,['hầu'],*
骼,['cách'],*
髀,['bễ'],*
髂,['khách'],*
髆,['bác'],*
髈,['bảng'],*
髍,['ma'],*
髏,['lâu'],*
髑,['độc'],*
髓,['tuỷ'],*
體,['thể'],*
髖,['khoan'],*
高,['cao'],*
髙,['cao'],*
髠,['khôn'],*
髡,['khôn'],*
髢,['thế'],*
髣,['phảng'],*
髥,['nhiêm'],*
髦,['mao'],*
髨,['khôn'],*
髪,['phát'],*
髯,['nhiêm'],*
髲,['bị'],*
髳,['mâu'],*
髹,['hưu'],*
髾,['sao'],*
鬅,['bằng'],*
鬈,['quyền'],*
鬍,['hồ'],*
鬏,['thu'],*
鬑,['liêm'],*
鬒,['chẩn'],*
鬗,['man'],*
鬘,['man'],*
鬙,['tăng'],*
鬚,['tu'],*
鬟,['hoàn'],*
鬠,['quái'],*
鬣,['liệp'],*
鬥,['đấu'],*
鬦,['đấu'],*
鬩,['huých'],*
鬪,['đấu'],*
鬬,['đấu'],*
鬭,['đấu'],*
鬮,['cưu'],*
鬯,['sưởng'],*
鬰,['uất'],*
鬷,['tông'],*
鬼,['quỷ'],*
魁,['khôi'],*
魂,['hồn'],*
魃,['bạt'],*
魅,['mị'],*
魈,['tiêu'],*
魊,['vực'],*
魋,['đồi'],*
魌,['khi'],*
魍,['võng'],*
魔,['ma'],*
魘,['yểm'],*
魚,['ngư'],*
魛,['đao'],*
魟,['hồng'],*
魨,['đồn'],*
魭,['nguyên'],*
魴,['phường'],*
魷,['vưu'],*
鮀,['đà'],*
鮃,['bình'],*
鮆,['tễ'],*
鮌,['cổn'],*
鮍,['bì'],*
鮒,['phụ'],*
鮞,['nhi'],*
鮟,['án'],*
鮣,['ấn'],*
鮦,['đồng'],*
鮫,['giao'],*
鮶,['quân'],*
鮸,['miễn'],*
鮿,['triếp'],*
鯀,['cổn'],*
鯆,['phô'],*
鯇,['cán'],*
鯈,['du'],*
鯊,['sa'],*
鯗,['tưởng'],*
鯛,['điêu'],*
鯠,['lai'],*
鯡,['phi'],*
鯢,['nghê'],*
鯤,['côn'],*
鯧,['xương'],*
鯪,['lăng'],*
鯸,['hầu'],*
鯽,['tức'],*
鯿,['biên'],*
鰂,['tặc'],*
鰆,['xuân'],*
鰈,['điệp'],*
鰉,['hoàng'],*
鰋,['yển'],*
鰍,['thu'],*
鰐,['ngạc'],*
鰒,['phục'],*
鰓,['tai'],*
鰕,['hà'],*
鰜,['kiêm'],*
鰟,['bàng'],*
鰣,['thì'],*
鰤,['sư'],*
鰦,['tư'],*
鰨,['tháp'],*
鰱,['liên'],*
鰲,['ngao'],*
鰳,['lặc'],*
鰷,['điều'],*
鰹,['kiên'],*
鰻,['man'],*
鰼,['tập'],*
鰾,['phiêu'],*
鱀,['ký'],*
鱈,['tuyết'],*
鱎,['kiểu'],*
鱔,['thiện'],*
鱖,['quyết'],*
鱗,['lân'],*
鱘,['tầm'],*
鱝,['phẫn'],*
鱤,['cảm'],*
鱧,['lễ'],*
鱨,['thường'],*
鱭,['tễ'],*
鱮,['tự'],*
鱵,['châm'],*
鱷,['ngạc'],*
鱻,['tiên'],*
鳥,['điểu'],*
鳦,['ất'],*
鳧,['phù'],*
鳩,['cưu'],*
鳬,['phù'],*
鳲,['thi'],*
鳶,['diên'],*
鳷,['chi'],*
鳽,['khiên'],*
鴃,['quyết'],*
鴄,['thất'],*
鴇,['bảo'],*
鴈,['nhạn'],*
鴉,['nha'],*
鴒,['linh'],*
鴕,['đà'],*
鴗,['lập'],*
鴛,['uyên'],*
鴝,['cù'],*
鴟,['si'],*
鴢,['ấu'],*
鴣,['cô'],*
鴥,['duật'],*
鴦,['ương'],*
鴨,['áp'],*
鴯,['nhi'],*
鴳,['yến'],*
鴴,['hằng'],*
鴷,['liệt'],*
鴻,['hồng'],*
鴽,['như'],*
鴿,['cáp'],*
鵂,['hưu'],*
鵑,['quyên'],*
鵒,['dục'],*
鵓,['bột'],*
鵗,['hy'],*
鵙,['quyết'],*
鵜,['đề'],*
鵝,['nga'],*
鵞,['nga'],*
鵟,['cuồng'],*
鵡,['vũ'],*
鵩,['phục'],*
鵪,['am'],*
鵫,['trạo'],*
鵬,['bằng'],*
鵰,['điêu'],*
鵲,['thước'],*
鵶,['nha'],*
鵷,['uyên'],*
鵾,['côn'],*
鶂,['nghịch'],*
鶇,['đông'],*
鶉,['thuần'],*
鶊,['canh'],*
鶒,['xích'],*
鶓,['miêu'],*
鶖,['thu'],*
鶘,['hồ'],*
鶚,['ngạc'],*
鶡,['hạt'],*
鶤,['côn'],*
鶩,['vụ'],*
鶬,['thương'],*
鶯,['oanh'],*
鶱,['hiên'],*
鶴,['hạc'],*
鶵,['sồ'],*
鶹,['lưu'],*
鶺,['tích'],*
鶼,['kiêm'],*
鶿,['tư'],*
鷁,['nghịch'],*
鷃,['yến'],*
鷄,['kê'],*
鷇,['cấu'],*
鷈,['đề'],*
鷉,['đề'],*
鷊,['nghịch'],*
鷕,['diểu'],*
鷖,['ê'],*
鷗,['âu'],*
鷙,['chí'],*
鷦,['tiêu'],*
鷩,['tế'],*
鷫,['túc'],*
鷯,['liêu'],*
鷰,['yến'],*
鷳,['nhàn'],*
鷴,['nhàn'],*
鷹,['ưng'],*
鷺,['lộ'],*
鷽,['hạc'],*
鷾,['ý'],*
鷿,['tịch'],*
鸂,['khê'],*
鸇,['chiên'],*
鸊,['tịch'],*
鸌,['oách'],*
鸎,['oanh'],*
鸐,['địch'],*
鸑,['nhạc'],*
鸕,['lô'],*
鸘,['sương'],*
鸚,['anh'],*
鸛,['quán'],*
鸜,['cù'],*
鸞,['loan'],*
鹵,['lỗ'],*
鹺,['ta'],*
鹿,['lộc'],*
麀,['ưu'],*
麁,['thô'],*
麄,['thô'],*
麅,['bào'],*
麈,['chủ'],*
麐,['lân'],*
麑,['nghê'],*
麓,['lộc'],*
麝,['xạ'],*
麞,['chương'],*
麟,['lân'],*
麠,['canh'],*
麤,['thô'],*
麥,['mạch'],*
麩,['phu'],*
麪,['miến'],*
麫,['miến'],*
麮,['khứ'],*
麯,['khúc'],*
麰,['mâu'],*
麴,['khúc'],*
麵,['miến'],*
麺,['miến'],*
麻,['ma'],*
麼,['ma'],*
麾,['huy'],*
黀,['tưu'],*
黁,['nuyên'],*
黇,['chiêm'],*
黌,['huỳnh'],*
黍,['thử'],*
黎,['lê'],*
黏,['niêm'],*
黑,['hắc'],*
黒,['hắc'],*
黓,['dặc'],*
黔,['kiềm'],*
黕,['đảm'],*
默,['mặc'],*
黛,['đại'],*
黜,['truất'],*
黝,['ửu'],*
點,['điểm'],*
黟,['y'],*
黠,['hiệt'],*
黥,['kình'],*
黦,['uất'],*
黧,['lê'],*
黯,['ảm'],*
黰,['chẩn'],*
黱,['đại'],*
黲,['thảm'],*
黶,['yểm'],*
黷,['độc'],*
黹,['chỉ'],*
黻,['phất'],*
黼,['phủ'],*
鼃,['oa'],*
鼅,['tri'],*
鼇,['ngao'],*
鼉,['đà'],*
鼎,['đỉnh'],*
鼏,['mịch'],*
鼐,['nãi'],*
鼓,['cổ'],*
鼕,['đông'],*
鼖,['phần'],*
鼗,['đào'],*
鼟,['thăng'],*
鼠,['thử'],*
鼩,['cù'],*
鼪,['sinh'],*
鼫,['thạch'],*
鼬,['dứu'],*
鼯,['ngô'],*
鼱,['tinh'],*
鼴,['yển'],*
鼷,['hề'],*
鼽,['cừu'],*
齆,['úng'],*
齇,['tra'],*
齈,['nông'],*
齉,['nang'],*
齋,['trai'],*
齌,['tễ'],*
齏,['tê'],*
齒,['xỉ'],*
齔,['sấn'],*
齕,['hột'],*
齗,['ngân'],*
齙,['bao'],*
齞,['nghiễn'],*
齠,['điều'],*
齡,['linh'],*
齩,['giảo'],*
齬,['ngữ'],*
齮,['nghĩ'],*
齯,['nghê'],*
齱,['châu'],*
齵,['ngu'],*
齶,['ngạc'],*
齷,['ác'],*
龎,['bàng'],*
龑,['yểm'],*
龒,['long'],*
龔,['cung'],*
龘,['đạp'],*
龢,['hoà'],*
龤,['hài'],*
龥,['dụ'],*
䇲,['sách'],ce4
丁,['đinh'],ding1
丆,[],xx5
万,['mặc'],mo4
三,['tam'],san1
不,['bất'],bu4
丏,['miễn'],mian3
且,['thả'],qie3
丗,['thế'],shi4
丞,['thừa'],cheng2
両,['lưỡng'],liang3
並,"['tịnh', 'tính']",bing4
串,['xuyến'],chuan4
丿,"['phẩy', 'triệt']",pie3
么,['yêu'],yao1
乍,['sạ'],zha4
乎,['hồ'],hu1
乑,['chúng'],zhong4
乚,['ất'],ya4
乞,['khất'],qi3
于,"['vu', 'ư', 'hu']",yu2
些,['ta'],xie1
亞,['á'],ya4
亡,['vong'],wang2
亢,['kháng'],kang4
亨,['hanh'],heng1
亶,['đản'],dan3
仆,['bộc'],pu1
从,"['tòng', 'tùng']",cong2
仰,['ngưỡng'],yang3
仳,['tỷ'],pi3
份,['phần'],fen4
仿,"['phỏng', 'phảng']",fang3
伎,['kỹ'],ji4
伙,['hoả'],huo3
伴,['bạn'],ban4
伽,['già'],jia1
佔,['chiếm'],zhan4
佗,['đà'],tuo2
余,['dư'],yu2
佛,['phật'],fo2
佣,['dong'],yong4
佰,['bách'],bai3
佴,['nhị'],er4
佼,['giảo'],jiao3
使,"['sử', 'sứ']",shi3
來,['lai'],lai2
依,['y'],yi1
侯,['hầu'],hou2
信,['tín'],xin4
俶,['thục'],chu4
倅,['thối'],cui4
倓,['đàm'],tan2
倡,['xướng'],chang4
倣,"['phỏng', 'phảng']",fang3
倩,['thiến'],qian4
倭,"['oa', 'nuỵ']",wo1
偭,['diện'],mian3
偯,['ỷ'],yi3
傅,"['phó', 'phụ']",fu4
傍,"['bàng', 'bạng']",bang4
傒,['hề'],xi1
傖,['sanh'],cang1
傭,"['dong', 'dung']",yong1
僄,['phiêu'],piao4
僅,['cận'],jin3
儃,['thản'],chan2
儅,['đang'],dang1
儎,"['tải', 'tái']",zai4
儐,['tân'],bin1
儓,['đài'],tai2
儱,['lũng'],long3
儲,['trữ'],chu3
儳,['sàm'],chan4
儿,['nhân'],ren2
兀,['ngột'],wu4
兌,['đoái'],dui4
內,['nội'],nei4
兩,"['lưỡng', 'lượng', 'lạng']",liang3
共,['cộng'],gong4
其,['kỳ'],qi2
冒,['mạo'],mao4
冰,['băng'],bing1
凇,['tùng'],song1
凊,['sảnh'],jing4
几,"['cơ', 'ky']",ji1
処,['xử'],chu3
划,['hoa'],hua2
刵,['nhĩ'],er4
刾,['thích'],ci4
剏,['sáng'],chuang4
剔,['dịch'],ti1
剙,['sáng'],chuang4
剸,[],tuan2
剽,['phiêu'],piao1
勑,['sắc'],chi4
勝,['thắng'],sheng4
勞,"['lao', 'lạo']",lao2
勺,['thược'],shao2
匕,['chuỷ'],bi3
北,['bắc'],bei3
匸,['hệ'],xi4
匾,['biển'],bian3
南,['nam'],nan2
卜,['bốc'],bu3
危,['nguy'],wei1
厂,['hán'],han3
厎,['chỉ'],zhi3
厖,['bàng'],pang2
原,['nguyên'],yuan2
厭,['yếm'],yan4
厲,['lệ'],li4
去,"['khứ', 'khử']",qu4
叄,['tam'],san1
叅,['tham'],can1
反,['phản'],fan3
取,['thủ'],qu3
叚,['giả'],jia3
只,['chỉ'],zhi3
台,['đài'],tai2
叶,['hiệp'],xie2
吃,['cật'],chi1
听,['dẫn'],yin3
吹,"['xuy', 'xuý']",chui1
呀,['nha'],ya5
呂,"['lữ', 'lã']",lu:3
呆,"['ngốc', 'ngai']",dai1
呱,['oa'],gu1
呴,['hú'],xu1
呺,['hiêu'],xiao1
